objective,metric,C_FXD,C_FREE,T_FXD,T_FREE
ForceBalance,size,578,578,578,578
ForceBalance,l2,142699.5914721557,771408.5477482048,127044.87416924353,774604.7532560494
ForceBalance,max_abs,27738.915967759305,168067.6303319437,23163.38829182744,168120.37744448092
ForceBalance,mean_abs,4385.7498998973615,24045.169278004123,4066.8110786464636,24003.967521754916
ForceBalance,rms,5935.520517794784,32086.365598707187,5284.37012000375,32219.3102215697
ForceBalance,status,ok,ok,ok,ok
QuasisymmetryBoozer,size,272,272,272,272
QuasisymmetryBoozer,l2,0.4175799994346505,1.3676947867626286,0.413529068121354,1.3718454612081004
QuasisymmetryBoozer,max_abs,0.38695229317101176,0.8157840101426441,0.3852971783718372,0.8169317544646897
QuasisymmetryBoozer,mean_abs,0.004606196906659189,0.02646705341330249,0.004393255692679848,0.026899883116532262
QuasisymmetryBoozer,rms,0.02531950654138863,0.08292867749160207,0.02507388275187622,0.08318034909684079
QuasisymmetryBoozer,status,ok,ok,ok,ok
